URN,LA,ESTAB,SCHOOLTYPE,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCFL,NUMFSM,NUMFSMEVER,PNUMFSMEVER
142764,925,2193,State-funded primary,204,106,98,52.0%,48.0%,2,1.0%,32,15.7%,2,202,0,1.0%,99.0%,0%,82,88,43.1%
142765,335,2025,State-funded primary,370,170,200,45.9%,54.1%,2,0.5%,61,16.5%,98,272,0,26.5%,73.5%,0%,158,167,45.1%
142766,350,7006,State-funded special school,79,6,73,7.6%,92.4%,79,100%,0,0%,0,79,0,0%,100%,0%,44,74,93.7%
142768,372,7002,State-funded special school,188,65,123,34.6%,65.4%,188,100%,0,0%,21,167,0,11.2%,88.8%,0%,85,91,48.4%
142769,860,2020,State-funded primary,201,96,105,47.8%,52.2%,3,1.5%,43,21.4%,80,121,0,39.8%,60.2%,0%,65,73,36.3%
142770,935,2116,State-funded primary,87,43,44,49.4%,50.6%,0,0%,16,18.4%,0,87,0,0%,100%,0%,22,24,27.6%
142771,881,2135,State-funded primary,143,76,67,53.1%,46.9%,3,2.1%,11,7.7%,8,135,0,5.6%,94.4%,0%,9,12,8.4%
142772,302,2050,State-funded primary,300,157,143,52.3%,47.7%,8,2.7%,22,7.3%,73,227,0,24.3%,75.7%,0%,13,15,5.0%
142774,382,2049,State-funded primary,450,225,225,50.0%,50.0%,11,2.4%,67,14.9%,115,335,0,25.6%,74.4%,0%,134,136,30.2%
142775,881,2137,State-funded primary,274,138,136,50.4%,49.6%,2,0.7%,79,28.8%,3,261,10,1.1%,95.3%,3.6%,103,110,40.1%
142776,873,6054,Independent school,87,37,50,42.5%,57.5%,2,2.3%,20,23.0%,0,0,0,0%,0%,0%,0
142779,855,6037,Independent school,20,10,10,50.0%,50.0%,20,100%,0,0%,0,0,0,0%,0%,0%,0
142780,801,7003,State-funded special school,165,27,138,16.4%,83.6%,163,98.8%,2,1.2%,31,134,0,18.8%,81.2%,0%,72,82,49.7%
142781,313,4004,State-funded secondary,326,130,196,39.9%,60.1%,9,2.8%,53,16.3%,148,175,3,45.4%,53.7%,0.9%,70,37,11.3%
142782,358,7002,State-funded special school,94,25,69,26.6%,73.4%,68,72.3%,26,27.7%,31,63,0,33.0%,67.0%,0%,36,37,39.4%
142783,928,7000,State-funded special school,163,45,118,27.6%,72.4%,162,99.4%,1,0.6%,13,136,14,8.0%,83.4%,8.6%,58,64,39.3%
142784,380,6013,Independent school,13,3,10,23.1%,76.9%,12,92.3%,1,7.7%,0,0,0,0%,0%,0%,0
142785,894,2002,State-funded primary,216,97,119,44.9%,55.1%,2,0.9%,37,17.1%,18,198,0,8.3%,91.7%,0%,91,103,47.7%
142786,935,2120,State-funded primary,79,40,39,50.6%,49.4%,1,1.3%,11,13.9%,5,74,0,6.3%,93.7%,0%,16,20,25.3%
142787,856,2007,State-funded primary,475,242,233,50.9%,49.1%,4,0.8%,43,9.1%,406,69,0,85.5%,14.5%,0%,96,114,24.0%
142788,879,2005,State-funded primary,451,225,226,49.9%,50.1%,3,0.7%,36,8.0%,4,447,0,0.9%,99.1%,0%,42,49,10.9%
142789,908,2300,State-funded primary,195,91,104,46.7%,53.3%,2,1.0%,9,4.6%,5,189,1,2.6%,96.9%,0.5%,24,25,12.8%
142790,868,2098,State-funded primary,156,70,86,44.9%,55.1%,2,1.3%,9,5.8%,27,127,2,17.3%,81.4%,1.3%,32,32,20.5%
142791,868,4063,State-funded secondary,494,234,260,47.4%,52.6%,11,2.2%,95,19.2%,85,409,0,17.2%,82.8%,0%,83,110,22.3%
142792,860,2145,State-funded primary,213,105,108,49.3%,50.7%,6,2.8%,32,15.0%,121,92,0,56.8%,43.2%,0%,53,62,29.1%
142793,873,1108,Pupil referral unit,2,1,1,50.0%,50.0%,0,0%,2,100%,1,1,0,50.0%,50.0%,0%,1,1,50.0%
142794,330,2448,State-funded primary,199,92,107,46.2%,53.8%,2,1.0%,27,13.6%,29,170,0,14.6%,85.4%,0%,94,96,48.2%
142795,372,7011,State-funded special school,134,26,108,19.4%,80.6%,134,100%,0,0%,17,117,0,12.7%,87.3%,0%,43,44,32.8%
142797,372,7003,State-funded special school,125,42,83,33.6%,66.4%,125,100%,0,0%,15,110,0,12.0%,88.0%,0%,42,38,30.4%
142798,340,4613,State-funded secondary,844,406,438,48.1%,51.9%,13,1.5%,152,18.0%,44,792,8,5.2%,93.8%,0.9%,396,484,57.3%
142799,860,2128,State-funded primary,146,76,70,52.1%,47.9%,1,0.7%,29,19.9%,82,64,0,56.2%,43.8%,0%,43,44,30.1%
142800,933,2048,State-funded primary,318,139,179,43.7%,56.3%,5,1.6%,29,9.1%,27,277,14,8.5%,87.1%,4.4%,75,80,25.2%
142801,935,1101,Pupil referral unit,36,10,26,27.8%,72.2%,19,52.8%,16,44.4%,2,33,1,5.6%,91.7%,2.8%,21,25,69.4%
142802,878,2031,State-funded primary,217,110,107,50.7%,49.3%,13,6.0%,51,23.5%,40,177,0,18.4%,81.6%,0%,79,89,41.0%
142803,878,2440,State-funded primary,212,100,112,47.2%,52.8%,3,1.4%,22,10.4%,6,206,0,2.8%,97.2%,0%,16,21,9.9%
142804,908,3797,State-funded primary,245,130,115,53.1%,46.9%,4,1.6%,35,14.3%,40,205,0,16.3%,83.7%,0%,41,44,18.0%
142805,878,4016,State-funded secondary,968,481,487,49.7%,50.3%,39,4.0%,127,13.1%,157,811,0,16.2%,83.8%,0%,165,275,28.4%
142806,935,3335,State-funded primary,188,99,89,52.7%,47.3%,4,2.1%,23,12.2%,26,155,7,13.8%,82.4%,3.7%,25,27,14.4%
142807,908,2326,State-funded primary,423,185,238,43.7%,56.3%,5,1.2%,60,14.2%,13,409,1,3.1%,96.7%,0.2%,66,75,17.7%
142808,935,1102,Pupil referral unit,15,6,9,40.0%,60.0%,6,40.0%,7,46.7%,2,13,0,13.3%,86.7%,0%,9,12,80.0%
142809,860,3132,State-funded primary,122,64,58,52.5%,47.5%,1,0.8%,4,3.3%,1,119,2,0.8%,97.5%,1.6%,3,3,2.5%
142810,873,2040,State-funded primary,174,83,91,47.7%,52.3%,1,0.6%,20,11.5%,9,165,0,5.2%,94.8%,0%,54,55,31.6%
142811,873,2042,State-funded primary,70,41,29,58.6%,41.4%,1,1.4%,12,17.1%,4,66,0,5.7%,94.3%,0%,13,16,22.9%
142812,830,2016,State-funded primary,130,60,70,46.2%,53.8%,2,1.5%,15,11.5%,9,121,0,6.9%,93.1%,0%,63,56,43.1%
142813,881,2126,State-funded primary,329,147,182,44.7%,55.3%,7,2.1%,40,12.2%,22,307,0,6.7%,93.3%,0%,112,129,39.2%
142814,886,2078,State-funded primary,341,162,179,47.5%,52.5%,7,2.1%,57,16.7%,11,330,0,3.2%,96.8%,0%,116,128,37.5%
142817,887,2017,State-funded primary,613,280,333,45.7%,54.3%,9,1.5%,71,11.6%,54,559,0,8.8%,91.2%,0%,160,173,28.2%
142818,926,2125,State-funded primary,175,89,86,50.9%,49.1%,3,1.7%,65,37.1%,43,132,0,24.6%,75.4%,0%,98,105,60.0%
142819,933,2023,State-funded primary,139,61,78,43.9%,56.1%,3,2.2%,4,2.9%,9,130,0,6.5%,93.5%,0%,21,25,18.0%
142820,935,1114,Pupil referral unit,42,8,34,19.0%,81.0%,33,78.6%,9,21.4%,1,41,0,2.4%,97.6%,0%,16,22,52.4%
142821,894,4002,State-funded secondary,1144,563,581,49.2%,50.8%,10,0.9%,136,11.9%,152,986,6,13.3%,86.2%,0.5%,188,252,22.0%
142822,869,4001,State-funded secondary,403,200,203,49.6%,50.4%,9,2.2%,46,11.4%,16,386,1,4.0%,95.8%,0.2%,93,115,28.5%
142823,336,2031,State-funded primary,213,102,111,47.9%,52.1%,3,1.4%,23,10.8%,107,106,0,50.2%,49.8%,0%,121,125,58.7%
142824,380,2028,State-funded primary,544,269,275,49.4%,50.6%,7,1.3%,44,8.1%,367,175,2,67.5%,32.2%,0.4%,204,218,40.1%
142825,380,4029,State-funded secondary,1385,680,705,49.1%,50.9%,31,2.2%,173,12.5%,123,1262,0,8.9%,91.1%,0%,489,625,45.1%
142827,830,2020,State-funded primary,119,76,43,63.9%,36.1%,2,1.7%,23,19.3%,3,116,0,2.5%,97.5%,0%,51,53,44.5%
142828,812,6004,Independent school,10,2,8,20.0%,80.0%,10,100%,0,0%,0,0,0,0%,0%,0%,0
142832,304,6003,Independent school,3,0,3,0%,100%,0,0%,0,0%,0,0,0,0%,0%,0%,0
142833,885,6044,Independent school,41,13,28,31.7%,68.3%,41,100%,0,0%,0,0,0,0%,0%,0%,0
142834,886,2079,State-funded primary,633,298,335,47.1%,52.9%,7,1.1%,38,6.0%,40,592,1,6.3%,93.5%,0.2%,98,108,17.1%
142835,879,1106,Pupil referral unit,197,42,155,21.3%,78.7%,102,51.8%,36,18.3%,0,197,0,0%,100%,0%,78,128,65.0%
142836,380,2020,State-funded primary,544,292,252,53.7%,46.3%,4,0.7%,67,12.3%,502,41,1,92.3%,7.5%,0.2%,156,171,31.4%
142837,926,3016,State-funded primary,153,74,79,48.4%,51.6%,1,0.7%,26,17.0%,0,153,0,0%,100%,0%,20,25,16.3%
142838,816,2431,State-funded primary,202,108,94,53.5%,46.5%,6,3.0%,11,5.4%,45,157,0,22.3%,77.7%,0%,31,34,16.8%
142839,830,3068,State-funded primary,74,33,41,44.6%,55.4%,0,0%,9,12.2%,3,71,0,4.1%,95.9%,0%,24,25,33.8%
142840,926,2247,State-funded primary,358,155,203,43.3%,56.7%,4,1.1%,37,10.3%,40,318,0,11.2%,88.8%,0%,54,70,19.6%
142841,812,2897,State-funded primary,318,142,176,44.7%,55.3%,8,2.5%,24,7.5%,13,305,0,4.1%,95.9%,0%,106,117,36.8%
142842,926,5201,State-funded primary,137,70,67,51.1%,48.9%,5,3.6%,30,21.9%,0,137,0,0%,100%,0%,24,37,27.0%
142843,860,2252,State-funded primary,376,180,196,47.9%,52.1%,8,2.1%,29,7.7%,24,352,0,6.4%,93.6%,0%,86,100,26.6%
142844,816,2001,State-funded primary,426,208,218,48.8%,51.2%,10,2.3%,14,3.3%,11,415,0,2.6%,97.4%,0%,16,18,4.2%
142845,816,3302,State-funded primary,143,67,76,46.9%,53.1%,3,2.1%,15,10.5%,5,136,2,3.5%,95.1%,1.4%,22,23,16.1%
142846,868,3012,State-funded primary,262,115,147,43.9%,56.1%,5,1.9%,33,12.6%,8,254,0,3.1%,96.9%,0%,33,36,13.7%
142847,825,2060,State-funded primary,140,69,71,49.3%,50.7%,2,1.4%,13,9.3%,1,139,0,0.7%,99.3%,0%,1,2,1.4%
142848,856,2340,State-funded primary,226,114,112,50.4%,49.6%,5,2.2%,47,20.8%,71,155,0,31.4%,68.6%,0%,96,105,46.5%
142849,879,3768,State-funded primary,645,301,344,46.7%,53.3%,4,0.6%,52,8.1%,46,598,1,7.1%,92.7%,0.2%,68,87,13.5%
142850,908,2453,State-funded primary,409,207,202,50.6%,49.4%,20,4.9%,59,14.4%,18,389,2,4.4%,95.1%,0.5%,161,172,42.1%
142851,815,3260,State-funded primary,101,55,46,54.5%,45.5%,1,1.0%,8,7.9%,0,101,0,0%,100%,0%,4,4,4.0%
142852,926,3123,State-funded primary,90,48,42,53.3%,46.7%,4,4.4%,14,15.6%,2,88,0,2.2%,97.8%,0%,24,29,32.2%
142853,802,4144,State-funded secondary,931,415,516,44.6%,55.4%,7,0.8%,221,23.7%,136,795,0,14.6%,85.4%,0%,139,190,20.4%
142855,926,3089,State-funded primary,41,17,24,41.5%,58.5%,0,0%,11,26.8%,2,39,0,4.9%,95.1%,0%,16,16,39.0%
142856,888,4040,State-funded secondary,622,287,335,46.1%,53.9%,5,0.8%,33,5.3%,31,586,5,5.0%,94.2%,0.8%,120,162,26.0%
142857,856,2327,State-funded primary,453,223,230,49.2%,50.8%,4,0.9%,54,11.9%,156,297,0,34.4%,65.6%,0%,138,149,32.9%
142858,330,2180,State-funded primary,477,260,217,54.5%,45.5%,2,0.4%,113,23.7%,437,40,0,91.6%,8.4%,0%,182,186,39.0%
142859,886,6143,Independent school,15,3,12,20.0%,80.0%,15,100%,0,0%,0,0,0,0%,0%,0%,0
142861,306,2104,State-funded primary,140,65,75,46.4%,53.6%,1,0.7%,12,8.6%,121,19,0,86.4%,13.6%,0%,13,13,9.3%
142862,919,2054,State-funded primary,302,162,140,53.6%,46.4%,3,1.0%,29,9.6%,11,291,0,3.6%,96.4%,0%,1,3,1.0%
142863,931,4012,State-funded secondary,93,24,69,25.8%,74.2%,1,1.1%,18,19.4%,9,84,0,9.7%,90.3%,0%,11,21,22.6%
142864,310,4001,State-funded secondary,892,394,498,44.2%,55.8%,38,4.3%,101,11.3%,388,480,24,43.5%,53.8%,2.7%,89,129,14.5%
142866,888,2004,State-funded primary,360,179,181,49.7%,50.3%,6,1.7%,30,8.3%,338,17,5,93.9%,4.7%,1.4%,54,66,18.3%
142869,928,4020,State-funded secondary,910,448,462,49.2%,50.8%,10,1.1%,136,14.9%,122,788,0,13.4%,86.6%,0%,65,101,11.1%
142871,926,2126,State-funded primary,296,151,145,51.0%,49.0%,5,1.7%,35,11.8%,103,188,5,34.8%,63.5%,1.7%,59,60,20.3%
142873,205,4003,State-funded secondary,6,4,2,66.7%,33.3%,0,0%,6,100%,3,3,0,50.0%,50.0%,0%,0
142874,308,4002,State-funded secondary,144,79,65,54.9%,45.1%,4,2.8%,18,12.5%,52,85,7,36.1%,59.0%,4.9%,71,72,50.0%
142875,210,2007,State-funded primary,284,147,137,51.8%,48.2%,5,1.8%,40,14.1%,101,183,0,35.6%,64.4%,0%,134,142,50.0%
142879,211,4003,State-funded secondary,345,182,163,52.8%,47.2%,21,6.1%,45,13.0%,83,262,0,24.1%,75.9%,0%,113,134,38.8%
142881,937,4009,State-funded secondary,853,439,414,51.5%,48.5%,22,2.6%,182,21.3%,187,651,15,21.9%,76.3%,1.8%,227,269,31.5%
142882,394,1105,Pupil referral unit,1,0,1,0%,100%,0,0%,1,100%,0,1,0,0%,100%,0%,1,1,100%
142883,926,4025,State-funded secondary,811,430,381,53.0%,47.0%,23,2.8%,56,6.9%,275,531,5,33.9%,65.5%,0.6%,373,457,56.4%
142884,815,4002,State-funded secondary,147,28,119,19.0%,81.0%,1,0.7%,36,24.5%,4,143,0,2.7%,97.3%,0%,22,28,19.0%
142885,311,2031,State-funded primary,237,119,118,50.2%,49.8%,4,1.7%,22,9.3%,160,77,0,67.5%,32.5%,0%,51,52,21.9%
142886,878,2067,State-funded primary,382,177,205,46.3%,53.7%,3,0.8%,40,10.5%,9,372,1,2.4%,97.4%,0.3%,44,44,11.5%
142887,312,4014,State-funded secondary,369,214,155,58.0%,42.0%,14,3.8%,77,20.9%,90,279,0,24.4%,75.6%,0%,84,58,15.7%
142888,330,2167,State-funded primary,539,267,272,49.5%,50.5%,3,0.6%,87,16.1%,273,212,54,50.6%,39.3%,10.0%,146,176,32.7%
142889,313,2029,State-funded primary,278,130,148,46.8%,53.2%,4,1.4%,21,7.6%,213,65,0,76.6%,23.4%,0%,88,90,32.4%
142890,895,4004,State-funded secondary,220,62,158,28.2%,71.8%,3,1.4%,19,8.6%,28,190,2,12.7%,86.4%,0.9%,45,42,19.1%
142891,341,4007,State-funded secondary,363,250,113,68.9%,31.1%,5,1.4%,60,16.5%,0,363,0,0%,100%,0%,21
142893,352,7000,State-funded special school,117,38,79,32.5%,67.5%,117,100%,0,0%,12,105,0,10.3%,89.7%,0%,73,73,62.4%
142894,840,4006,State-funded secondary,367,62,305,16.9%,83.1%,8,2.2%,77,21.0%,7,360,0,1.9%,98.1%,0%,92,73,19.9%
142896,317,4002,State-funded secondary,647,325,322,50.2%,49.8%,7,1.1%,44,6.8%,300,341,6,46.4%,52.7%,0.9%,64,80,12.4%
142897,305,2068,State-funded primary,271,117,154,43.2%,56.8%,9,3.3%,16,5.9%,39,231,1,14.4%,85.2%,0.4%,18,18,6.6%
142898,350,2009,State-funded primary,362,176,186,48.6%,51.4%,3,0.8%,51,14.1%,177,185,0,48.9%,51.1%,0%,72,72,19.9%
142899,877,4004,State-funded secondary,203,44,159,21.7%,78.3%,10,4.9%,31,15.3%,11,192,0,5.4%,94.6%,0%,48,47,23.2%
142900,334,4001,State-funded secondary,407,44,363,10.8%,89.2%,7,1.7%,57,14.0%,40,367,0,9.8%,90.2%,0%,79,69,17.0%
142902,874,4004,State-funded secondary,337,84,253,24.9%,75.1%,1,0.3%,45,13.4%,38,299,0,11.3%,88.7%,0%,34,66,19.6%
142903,316,4009,State-funded secondary,574,141,433,24.6%,75.4%,10,1.7%,38,6.6%,257,317,0,44.8%,55.2%,0%,162,118,20.6%
142904,310,2002,State-funded primary,279,133,146,47.7%,52.3%,4,1.4%,27,9.7%,100,179,0,35.8%,64.2%,0%,40,41,14.7%
142905,208,4005,State-funded secondary,289,64,225,22.1%,77.9%,7,2.4%,24,8.3%,76,213,0,26.3%,73.7%,0%,50,32,11.1%
142906,850,1107,Pupil referral unit,17,5,12,29.4%,70.6%,16,94.1%,1,5.9%,0,17,0,0%,100%,0%,7,10,58.8%
142907,826,2021,State-funded primary,479,254,225,53.0%,47.0%,12,2.5%,57,11.9%,198,281,0,41.3%,58.7%,0%,43,47,9.8%
142908,301,4006,State-funded secondary,717,345,372,48.1%,51.9%,3,0.4%,107,14.9%,579,137,1,80.8%,19.1%,0.1%,193,279,38.9%
142911,815,6034,Independent school,29,3,26,10.3%,89.7%,29,100%,0,0%,0,0,0,0%,0%,0%,0
142912,373,6006,Independent school,31,25,6,80.6%,19.4%,9,29.0%,22,71.0%,0,0,0,0%,0%,0%,0
142923,350,3304,State-funded primary,465,224,241,48.2%,51.8%,8,1.7%,63,13.5%,361,104,0,77.6%,22.4%,0%,116,139,29.9%
142924,886,2080,State-funded primary,456,212,244,46.5%,53.5%,4,0.9%,36,7.9%,46,410,0,10.1%,89.9%,0%,86,92,20.2%
142925,845,6062,Independent school,16,16,0,100%,0%,5,31.2%,7,43.8%,0,0,0,0%,0%,0%,0
142926,928,1108,Pupil referral unit,50,3,47,6.0%,94.0%,25,50.0%,25,50.0%,0,50,0,0%,100%,0%,25,31,62.0%
142928,208,7000,State-funded special school,27,5,22,18.5%,81.5%,27,100%,0,0%,0,27,0,0%,100%,0%,16,27,100%
142930,892,6021,Independent school,29,7,22,24.1%,75.9%,3,10.3%,8,27.6%,0,0,0,0%,0%,0%,0
142931,889,6015,Independent school,36,16,20,44.4%,55.6%,1,2.8%,3,8.3%,0,0,0,0%,0%,0%,0
142932,873,7006,State-funded special school,103,33,70,32.0%,68.0%,103,100%,0,0%,1,102,0,1.0%,99.0%,0%,55,67,65.0%
142933,371,2007,State-funded primary,176,102,74,58.0%,42.0%,2,1.1%,31,17.6%,18,158,0,10.2%,89.8%,0%,37,40,22.7%
142934,371,2008,State-funded primary,69,39,30,56.5%,43.5%,1,1.4%,13,18.8%,0,69,0,0%,100%,0%,34,37,53.6%
142935,881,2138,State-funded primary,62,24,38,38.7%,61.3%,3,4.8%,10,16.1%,1,61,0,1.6%,98.4%,0%,14,18,29.0%
142936,352,2043,State-funded primary,337,160,177,47.5%,52.5%,7,2.1%,27,8.0%,37,300,0,11.0%,89.0%,0%,66,64,19.0%
142937,373,2045,State-funded primary,281,131,150,46.6%,53.4%,14,5.0%,78,27.8%,48,233,0,17.1%,82.9%,0%,181,170,60.5%
142938,882,1102,Pupil referral unit,46,17,29,37.0%,63.0%,1,2.2%,29,63.0%,5,41,0,10.9%,89.1%,0%,25,35,76.1%
142939,855,6038,Independent school,22,7,15,31.8%,68.2%,21,95.5%,0,0%,0,0,0,0%,0%,0%,0
142940,882,7000,State-funded special school,56,7,49,12.5%,87.5%,56,100%,0,0%,1,55,0,1.8%,98.2%,0%,41,50,89.3%
142941,800,2249,State-funded primary,188,81,107,43.1%,56.9%,3,1.6%,24,12.8%,9,179,0,4.8%,95.2%,0%,29,32,17.0%
142942,800,2293,State-funded primary,175,74,101,42.3%,57.7%,9,5.1%,36,20.6%,7,168,0,4.0%,96.0%,0%,41,42,24.0%
142943,800,3128,State-funded primary,413,200,213,48.4%,51.6%,17,4.1%,47,11.4%,29,383,1,7.0%,92.7%,0.2%,71,74,17.9%
142944,350,3016,State-funded primary,355,173,182,48.7%,51.3%,11,3.1%,45,12.7%,72,283,0,20.3%,79.7%,0%,158,171,48.2%
142945,380,3352,State-funded primary,205,106,99,51.7%,48.3%,2,1.0%,19,9.3%,31,174,0,15.1%,84.9%,0%,30,38,18.5%
142946,380,3375,State-funded primary,200,87,113,43.5%,56.5%,3,1.5%,26,13.0%,6,194,0,3.0%,97.0%,0%,20,23,11.5%
142947,380,3371,State-funded primary,227,102,125,44.9%,55.1%,6,2.6%,28,12.3%,18,209,0,7.9%,92.1%,0%,27,29,12.8%
142948,380,5205,State-funded primary,472,220,252,46.6%,53.4%,3,0.6%,27,5.7%,5,467,0,1.1%,98.9%,0%,33,40,8.5%
142949,380,2121,State-funded primary,336,178,158,53.0%,47.0%,15,4.5%,20,6.0%,1,335,0,0.3%,99.7%,0%,40,47,14.0%
142950,380,2127,State-funded primary,234,115,119,49.1%,50.9%,2,0.9%,25,10.7%,1,233,0,0.4%,99.6%,0%,26,29,12.4%
142951,380,3350,State-funded primary,442,242,200,54.8%,45.2%,3,0.7%,46,10.4%,47,395,0,10.6%,89.4%,0%,72,85,19.2%
142952,908,2410,State-funded primary,203,96,107,47.3%,52.7%,9,4.4%,46,22.7%,4,199,0,2.0%,98.0%,0%,47,54,26.6%
142953,908,2707,State-funded primary,128,60,68,46.9%,53.1%,1,0.8%,16,12.5%,2,126,0,1.6%,98.4%,0%,15,15,11.7%
142954,908,2508,State-funded primary,67,31,36,46.3%,53.7%,4,6.0%,3,4.5%,1,66,0,1.5%,98.5%,0%,5,6,9.0%
142955,908,2737,State-funded primary,105,46,59,43.8%,56.2%,2,1.9%,14,13.3%,0,105,0,0%,100%,0%,22,22,21.0%
142956,908,2716,State-funded primary,71,39,32,54.9%,45.1%,0,0%,1,1.4%,0,71,0,0%,100%,0%,8,11,15.5%
142957,908,2231,State-funded primary,106,59,47,55.7%,44.3%,1,0.9%,22,20.8%,0,106,0,0%,100%,0%,34,38,35.8%
142958,908,2502,State-funded primary,432,222,210,51.4%,48.6%,17,3.9%,89,20.6%,34,398,0,7.9%,92.1%,0%,153,169,39.1%
142959,908,2404,State-funded primary,27,18,9,66.7%,33.3%,1,3.7%,4,14.8%,2,25,0,7.4%,92.6%,0%,7,7,25.9%
142960,331,4030,State-funded secondary,851,411,440,48.3%,51.7%,6,0.7%,180,21.2%,372,479,0,43.7%,56.3%,0%,286,317,37.3%
142961,841,3133,State-funded primary,110,55,55,50.0%,50.0%,4,3.6%,13,11.8%,3,107,0,2.7%,97.3%,0%,15,16,14.5%
142962,841,3002,State-funded primary,194,104,90,53.6%,46.4%,1,0.5%,31,16.0%,11,183,0,5.7%,94.3%,0%,60,65,33.5%
142963,838,3369,State-funded primary,138,71,67,51.4%,48.6%,1,0.7%,24,17.4%,3,135,0,2.2%,97.8%,0%,12,12,8.7%
142964,332,2102,State-funded primary,575,282,293,49.0%,51.0%,13,2.3%,66,11.5%,155,420,0,27.0%,73.0%,0%,158,172,29.9%
142965,805,2090,State-funded primary,334,159,175,47.6%,52.4%,2,0.6%,85,25.4%,24,310,0,7.2%,92.8%,0%,206,206,61.7%
142966,311,2036,State-funded primary,212,100,112,47.2%,52.8%,3,1.4%,13,6.1%,70,142,0,33.0%,67.0%,0%,60,60,28.3%
142967,856,2328,State-funded primary,251,112,139,44.6%,55.4%,19,7.6%,29,11.6%,132,119,0,52.6%,47.4%,0%,66,67,26.7%
142968,926,2201,State-funded primary,180,91,89,50.6%,49.4%,8,4.4%,25,13.9%,79,101,0,43.9%,56.1%,0%,86,88,48.9%
142969,812,2937,State-funded primary,188,104,84,55.3%,44.7%,8,4.3%,38,20.2%,40,148,0,21.3%,78.7%,0%,80,88,46.8%
142970,839,3154,State-funded primary,354,168,186,47.5%,52.5%,2,0.6%,9,2.5%,39,310,5,11.0%,87.6%,1.4%,5,7,2.0%
142971,839,2260,State-funded primary,204,110,94,53.9%,46.1%,2,1.0%,26,12.7%,42,162,0,20.6%,79.4%,0%,52,53,26.0%
142972,839,2152,State-funded primary,351,177,174,50.4%,49.6%,2,0.6%,49,14.0%,21,276,54,6.0%,78.6%,15.4%,30,37,10.5%
142973,839,3152,State-funded primary,629,323,306,51.4%,48.6%,5,0.8%,78,12.4%,63,566,0,10.0%,90.0%,0%,94,107,17.0%
142974,839,3211,State-funded primary,720,316,404,43.9%,56.1%,9,1.3%,40,5.6%,29,691,0,4.0%,96.0%,0%,38,49,6.8%
142975,839,2259,State-funded primary,492,236,256,48.0%,52.0%,10,2.0%,84,17.1%,39,448,5,7.9%,91.1%,1.0%,80,94,19.1%
142976,372,2018,State-funded primary,190,100,90,52.6%,47.4%,5,2.6%,32,16.8%,24,165,1,12.6%,86.8%,0.5%,126,144,75.8%
142977,372,2019,State-funded primary,141,74,67,52.5%,47.5%,4,2.8%,18,12.8%,10,131,0,7.1%,92.9%,0%,78,78,55.3%
142978,372,2116,State-funded primary,125,68,57,54.4%,45.6%,3,2.4%,17,13.6%,4,121,0,3.2%,96.8%,0%,47,50,40.0%
142979,334,2020,State-funded primary,233,120,113,51.5%,48.5%,8,3.4%,16,6.9%,46,187,0,19.7%,80.3%,0%,21,20,8.6%
142980,860,4133,State-funded secondary,530,256,274,48.3%,51.7%,4,0.8%,54,10.2%,8,522,0,1.5%,98.5%,0%,52,74,14.0%
142981,860,2352,State-funded primary,430,220,210,51.2%,48.8%,6,1.4%,35,8.1%,22,404,4,5.1%,94.0%,0.9%,12,14,3.3%
142982,860,3114,State-funded primary,169,73,96,43.2%,56.8%,3,1.8%,11,6.5%,2,167,0,1.2%,98.8%,0%,12,16,9.5%
142983,860,4180,State-funded secondary,955,477,478,49.9%,50.1%,15,1.6%,170,17.8%,47,908,0,4.9%,95.1%,0%,118,178,18.6%
142984,860,2392,State-funded primary,361,168,193,46.5%,53.5%,2,0.6%,31,8.6%,23,338,0,6.4%,93.6%,0%,55,67,18.6%
142985,860,3498,State-funded primary,430,201,229,46.7%,53.3%,2,0.5%,31,7.2%,68,353,9,15.8%,82.1%,2.1%,9,9,2.1%
142986,860,3044,State-funded primary,306,164,142,53.6%,46.4%,4,1.3%,23,7.5%,8,298,0,2.6%,97.4%,0%,37,38,12.4%
142987,860,4111,State-funded secondary,1335,682,653,51.1%,48.9%,13,1.0%,84,6.3%,52,1283,0,3.9%,96.1%,0%,62,83,6.2%
142988,861,2013,State-funded primary,454,243,211,53.5%,46.5%,6,1.3%,113,24.9%,267,186,1,58.8%,41.0%,0.2%,188,182,40.1%
142989,861,2115,State-funded primary,462,222,240,48.1%,51.9%,10,2.2%,46,10.0%,9,453,0,1.9%,98.1%,0%,65,82,17.7%
142990,861,2114,State-funded primary,451,219,232,48.6%,51.4%,8,1.8%,20,4.4%,37,414,0,8.2%,91.8%,0%,17,22,4.9%
142991,861,2117,State-funded primary,444,220,224,49.5%,50.5%,11,2.5%,74,16.7%,25,419,0,5.6%,94.4%,0%,152,159,35.8%
142992,861,2009,State-funded primary,227,126,101,55.5%,44.5%,7,3.1%,22,9.7%,17,210,0,7.5%,92.5%,0%,72,75,33.0%
142993,935,2022,State-funded primary,249,134,115,53.8%,46.2%,4,1.6%,18,7.2%,100,149,0,40.2%,59.8%,0%,32,36,14.5%
142994,935,3097,State-funded primary,99,46,53,46.5%,53.5%,2,2.0%,12,12.1%,2,97,0,2.0%,98.0%,0%,11,11,11.1%
